LoanID,ClienteID,FechaDesembolso,ImporteAprobado,RiesgoAsignado
L03091,C01310,2024-01-27,42289,A
L03092,C04153,2025-10-24,198782,B
L03093,C03235,2025-04-23,144911,B
L03094,C04115,2024-09-24,101541,B
L03095,C02312,2025-08-19,204910,D
L03096,C02842,2024-03-06,144583,A
L03097,C04209,2024-05-12,91527,B
L03098,C03560,2024-12-31,135568,C
L03099,C03399,2024-03-22,135872,A
L03100,C00542,2024-11-23,146020,C
L03101,C02695,2024-04-07,49638,A
L03102,C04675,2025-08-07,229962,B
L03103,C01089,2024-11-22,141945,D
L03104,C03364,2025-06-25,167533,D
L03105,C00025,2024-05-04,209106,A
L03106,C01573,2024-07-28,32091,A
L03107,C02959,2025-12-25,189071,D
L03108,C04237,2024-05-12,259889,C
L03109,C01768,2025-05-17,284180,B
L03110,C04744,2024-06-05,180634,A
L03111,C02236,2025-07-12,277465,C
L03112,C00201,2025-01-16,34152,A
L03113,C03199,2024-01-22,90884,D
L03114,C00257,2025-08-17,75637,B
L03115,C03748,2025-02-22,140319,B
L03116,C04643,2025-04-16,199361,A
L03117,C02242,2024-08-21,242616,B
L03118,C03176,2025-07-25,49549,C
L03119,C03607,2025-03-29,179620,B
L03120,C03337,2025-11-30,226958,C
L03121,C04898,2025-07-23,7023,C
L03122,C00414,2024-06-10,39842,A
L03123,C02015,2024-10-27,60189,B
L03124,C01382,2024-11-01,246810,B
L03125,C01099,2024-01-02,8474,A
L03126,C03427,2024-09-27,130185,A
L03127,C03656,2025-02-24,139332,A
L03128,C00910,2024-05-22,10618,B
L03129,C00188,2025-11-30,181837,A
L03130,C04045,2025-11-22,262262,D
L03131,C03757,2025-06-18,170190,B
L03132,C02016,2024-02-06,145357,B
L03133,C02093,2024-04-16,240424,C
L03134,C03645,2024-10-23,209749,C
L03135,C02131,2024-04-06,164424,B
L03136,C00358,2024-10-07,290851,A
L03137,C02423,2024-04-19,158233,C
L03138,C04258,2025-07-02,284088,A
L03139,C04546,2025-07-05,274690,C
L03140,C01498,2025-08-19,59139,A
L03141,C02159,2024-07-06,118857,B
L03142,C02556,2025-05-02,274351,C
L03143,C02343,2024-12-19,99804,A
L03144,C02952,2024-01-19,208094,A
L03145,C01239,2025-01-27,298366,B
L03146,C00974,2024-09-17,174987,C
L03147,C04728,2025-02-13,15017,C
L03148,C03966,2025-02-06,151166,C
L03149,C01051,2025-10-31,36236,A
L03150,C03702,2025-04-28,297065,A
L03151,C02781,2024-10-30,276534,C
L03152,C01589,2025-09-15,184660,A
L03153,C03879,2025-10-17,34980,B
L03154,C02369,2024-01-18,121960,B
L03155,C00437,2024-07-02,236988,D
L03156,C02829,2025-02-08,68470,A
L03157,C01557,2024-05-10,153998,A
L03158,C03859,2025-04-23,22621,C
L03159,C01305,2024-01-08,129604,A
L03160,C02385,2025-12-05,40031,B
L03161,C00183,2024-11-13,299290,C
L03162,C01590,2025-01-25,275142,A
L03163,C01588,2025-06-02,119619,A
L03164,C00660,2024-05-15,122974,A
L03165,C00160,2025-06-14,298245,A
L03166,C03954,2025-10-12,266164,B
L03167,C01012,2025-01-01,196872,A
L03168,C00053,2025-05-03,100326,A
L03169,C02308,2025-11-19,269026,B
L03170,C01229,2024-01-11,175027,D
L03171,C01036,2025-07-06,220267,D
L03172,C03703,2025-03-21,64965,C
L03173,C04046,2024-04-23,117956,B
L03174,C04946,2025-11-22,224866,A
L03175,C04450,2025-12-06,225494,C
L03176,C01265,2024-07-14,177632,A
L03177,C01885,2024-11-18,36343,C
L03178,C01810,2025-05-26,254550,A
L03179,C03168,2025-09-19,120154,B
L03180,C03798,2025-10-23,139961,A
L03181,C02342,2025-09-21,23976,A
L03182,C03415,2024-06-13,290160,B
L03183,C00818,2024-09-08,210819,B
L03184,C02438,2024-02-13,158814,A
L03185,C00889,2025-04-14,290697,D
L03186,C00668,2025-05-03,199410,A
L03187,C04729,2024-06-29,34332,D
L03188,C02625,2024-03-17,214697,B
L03189,C04233,2025-01-08,140508,B
L03190,C04524,2025-09-19,153159,D
L03191,C00819,2024-03-07,30428,C
L03192,C02189,2025-06-08,164226,A
L03193,C01107,2024-04-01,97045,A
L03194,C02225,2025-10-12,242012,A
L03195,C00198,2024-08-31,260739,B
L03196,C02672,2024-12-06,112369,C
L03197,C03493,2024-10-30,39349,B
L03198,C02449,2025-02-01,205565,A
L03199,C00471,2025-12-03,42358,B
L03200,C01949,2025-03-23,57484,B
L03201,C03900,2024-04-06,216521,B
L03202,C02011,2024-11-26,55837,B
L03203,C03801,2024-07-23,80333,B
L03204,C04119,2025-03-24,274675,B
L03205,C03797,2025-02-21,18825,D
L03206,C03989,2025-10-10,284423,A
L03207,C00235,2024-03-17,118094,C
L03208,C00929,2025-07-02,180295,A
L03209,C03608,2025-02-28,226024,A
L03210,C00523,2025-03-04,164072,D
L03211,C03524,2025-04-29,212274,B
L03212,C04527,2024-05-14,234174,D
L03213,C04889,2025-10-15,206460,D
L03214,C01630,2024-09-10,199891,A
L03215,C04629,2025-07-13,119074,D
L03216,C01317,2024-09-11,117691,A
L03217,C02858,2025-10-07,152698,A
L03218,C01125,2025-12-20,28302,C
L03219,C02588,2025-05-13,116277,A
L03220,C01024,2025-09-04,182763,D
L03221,C01379,2025-04-28,260450,B
L03222,C03375,2024-02-15,108812,A
L03223,C01520,2025-03-18,206276,A
L03224,C00227,2025-08-04,208623,B
L03225,C04969,2025-10-09,233027,A
L03226,C00892,2025-08-01,133407,A
L03227,C04073,2024-01-04,134306,B
L03228,C02258,2024-01-01,162307,D
L03229,C02789,2024-10-16,196644,A
L03230,C00397,2024-04-18,37837,A
L03231,C02079,2025-07-28,275283,A
L03232,C04745,2025-04-04,145657,A
L03233,C04425,2024-09-22,270803,A
L03234,C03238,2024-05-17,10634,A
L03235,C03894,2025-03-09,121969,B
L03236,C02006,2024-02-13,8682,A
L03237,C02017,2025-05-24,206170,A
L03238,C03172,2024-09-18,80038,D
L03239,C02669,2025-12-28,26984,C
L03240,C01879,2025-09-24,263181,A
L03241,C01197,2024-05-31,287631,B
L03242,C01773,2024-07-31,7075,B
L03243,C00162,2024-08-21,90726,C
L03244,C03977,2025-09-14,47293,C
L03245,C01752,2024-12-26,165284,A
L03246,C00776,2024-11-15,282106,B
L03247,C00940,2024-08-09,151925,C
L03248,C03221,2024-07-28,215983,B
L03249,C00540,2025-01-30,245969,D
L03250,C04918,2025-08-05,258043,B
L03251,C01462,2025-05-03,71856,C
L03252,C00356,2025-08-23,42185,D
L03253,C03605,2025-04-08,205307,B
L03254,C03324,2025-11-30,198930,A
L03255,C00235,2025-09-15,98745,C
L03256,C01549,2025-03-27,44330,C
L03257,C02097,2025-02-16,254309,A
L03258,C04214,2025-04-20,185199,A
L03259,C02102,2024-09-12,27547,D
L03260,C01674,2024-05-29,290083,B
L03261,C02101,2024-05-06,223370,B
L03262,C03658,2025-01-26,137794,D
L03263,C04654,2025-04-24,16674,B
L03264,C03597,2025-01-31,244149,C
L03265,C03749,2025-02-05,127225,C
L03266,C03174,2024-09-30,171190,D
L03267,C01816,2024-05-18,205231,B
L03268,C03842,2024-04-12,54866,D
L03269,C02006,2024-08-29,24546,B
L03270,C04494,2024-04-26,107833,B
L03271,C00675,2024-08-01,155025,A
L03272,C00387,2025-04-28,171655,B
L03273,C02159,2025-06-12,224964,B
L03274,C02662,2025-11-21,264832,C
L03275,C02065,2024-08-11,206186,C
L03276,C03852,2024-09-26,271606,C
L03277,C03254,2024-05-13,268032,C
L03278,C04980,2024-04-23,221470,A
L03279,C04637,2025-03-16,90509,A
L03280,C04267,2025-10-05,116946,A
L03281,C00740,2025-10-12,290554,A
L03282,C01402,2024-12-30,13602,A
L03283,C03260,2024-08-19,23614,B
L03284,C02278,2025-04-02,23444,B
L03285,C03905,2025-01-09,73149,B
L03286,C03924,2025-08-26,126703,A
L03287,C04215,2025-09-02,121490,A
L03288,C03228,2024-07-25,49866,A
L03289,C02832,2025-06-03,193311,B
L03290,C03759,2025-04-12,124401,A
L03291,C02513,2025-03-18,111034,A
L03292,C02152,2024-11-16,48211,A
L03293,C03676,2024-04-02,68789,B
L03294,C02746,2025-02-11,249778,B
L03295,C03867,2024-06-06,79522,A
L03296,C03765,2024-04-08,69084,A
L03297,C02223,2024-08-12,104032,A
L03298,C02793,2025-03-16,293413,B
L03299,C01698,2025-12-20,84709,D
L03300,C03463,2025-08-07,118145,A
L03301,C04064,2025-02-04,26118,A
L03302,C01525,2025-07-24,234566,A
L03303,C04761,2024-03-04,281233,C
L03304,C00033,2025-07-13,47956,D
L03305,C04026,2024-10-05,244675,A
L03306,C02567,2025-12-10,84226,C
L03307,C02804,2025-10-31,113605,B
L03308,C03897,2025-06-02,240415,C
L03309,C03710,2024-09-04,132974,B
L03310,C00720,2025-01-02,48779,A
L03311,C04580,2025-09-09,156567,B
L03312,C00973,2024-04-07,189175,C
L03313,C03719,2024-09-24,223212,D
L03314,C04403,2024-02-29,8247,B
L03315,C04553,2025-05-14,186440,A
L03316,C02208,2024-11-03,136012,A
L03317,C04427,2025-05-07,111284,C
L03318,C04321,2025-02-14,275084,B
L03319,C03031,2024-05-19,285750,B
L03320,C03576,2024-11-23,112753,A
L03321,C03117,2025-04-08,170354,A
L03322,C03286,2025-12-02,247114,B
L03323,C00644,2025-09-28,7883,A
L03324,C04712,2024-06-11,232103,A
L03325,C00195,2024-02-29,214175,B
L03326,C03997,2024-01-31,74875,A
L03327,C00489,2024-11-28,152558,C
L03328,C02205,2024-03-16,81085,A
L03329,C02658,2024-11-12,271137,C
L03330,C03277,2025-02-20,270852,A
L03331,C01103,2024-07-08,33788,A
L03332,C01242,2025-05-03,6495,C
L03333,C00516,2024-11-10,231042,B
L03334,C00393,2024-10-22,115002,A
L03335,C00631,2025-05-15,143609,A
L03336,C03717,2024-06-25,171625,D
L03337,C01848,2025-12-19,158275,B
L03338,C02656,2024-08-02,229916,A
L03339,C00980,2025-10-14,42659,A
L03340,C04530,2025-08-19,270669,C
L03341,C03403,2025-11-24,271921,A
L03342,C03872,2024-11-27,205797,A
L03343,C00278,2024-05-07,181863,B
L03344,C00233,2024-09-25,93853,C
L03345,C01553,2025-07-04,256897,A
L03346,C03271,2025-06-18,265133,B
L03347,C02410,2024-12-31,167573,B
L03348,C03513,2025-09-10,130409,A
L03349,C00026,2024-12-13,70258,D
L03350,C00461,2024-05-21,81185,C
L03351,C03765,2024-05-24,28719,A
L03352,C03432,2024-09-01,134420,B
L03353,C03484,2025-03-17,71686,C
L03354,C01995,2025-12-03,215909,B
L03355,C00491,2024-10-16,164506,B
L03356,C01073,2025-11-21,238513,A
L03357,C03174,2024-04-21,25520,A
L03358,C00216,2024-08-01,295690,A
L03359,C01724,2025-10-11,281126,B
L03360,C01593,2024-07-18,74451,D
L03361,C02607,2025-02-08,24636,C
L03362,C00159,2025-02-24,234292,A
L03363,C04782,2024-01-07,262701,C
L03364,C03314,2025-06-08,194159,C
L03365,C02842,2025-08-14,147029,B
L03366,C01777,2024-10-12,122199,A
L03367,C02053,2025-11-01,67871,B
L03368,C02296,2025-01-23,135448,B
L03369,C01697,2025-02-19,66737,A
L03370,C02994,2025-12-13,236568,A
L03371,C02470,2024-05-29,45975,B
L03372,C01947,2025-03-03,110687,B
L03373,C03810,2024-10-19,42939,B
L03374,C02784,2024-11-29,13298,C
L03375,C03645,2024-09-28,124002,A
L03376,C02501,2024-02-12,200494,A
L03377,C03646,2025-04-12,11480,C
L03378,C02646,2024-11-14,247034,B
L03379,C02350,2025-05-06,9349,D
L03380,C01933,2025-06-10,71964,B
L03381,C03295,2024-06-20,44491,B
L03382,C01758,2025-12-30,182850,C
L03383,C01117,2025-10-10,163749,A
L03384,C02568,2024-11-16,101440,C
L03385,C03500,2024-02-13,264360,A
L03386,C00493,2025-06-15,85345,B
L03387,C03307,2025-09-22,149344,A
L03388,C00620,2025-03-29,147900,C
L03389,C03233,2024-03-23,49431,D
L03390,C03824,2025-06-26,16223,A
L03391,C02381,2024-11-17,61822,B
L03392,C01547,2024-08-21,40689,D
L03393,C04959,2025-06-23,279781,B
L03394,C03564,2024-09-08,182606,C
L03395,C01606,2025-03-24,282410,A
L03396,C03753,2024-08-26,53068,A
L03397,C04676,2025-05-04,180428,A
L03398,C01891,2025-04-08,151118,D
L03399,C01276,2024-11-09,30270,C
L03400,C02744,2024-06-23,124693,C
L03401,C02494,2025-12-06,81342,B
L03402,C00357,2024-06-28,242838,C
L03403,C00870,2025-01-19,42988,C
L03404,C00886,2024-10-21,129291,B
L03405,C02002,2024-08-02,264357,C
L03406,C01284,2025-12-15,40892,A
L03407,C00620,2024-03-15,121441,A
L03408,C00883,2024-12-09,195237,A
L03409,C00797,2025-12-14,141171,A
L03410,C03643,2024-05-21,100847,A
L03411,C03426,2025-12-18,210160,B
L03412,C01297,2024-07-17,95845,A
L03413,C04715,2024-06-19,251619,C
L03414,C00245,2025-02-09,213884,B
L03415,C02896,2024-08-15,16739,A
L03416,C00930,2025-02-14,109034,A
L03417,C00520,2025-11-21,279528,B
L03418,C03213,2024-03-02,169166,B
L03419,C02410,2024-11-22,138192,A
L03420,C00008,2025-12-16,92295,B
L03421,C02526,2024-05-12,285294,B
L03422,C03424,2025-08-06,264041,A
L03423,C02020,2025-08-12,191825,A
L03424,C04591,2024-07-07,40673,B
L03425,C04283,2024-12-21,144362,C
L03426,C03668,2024-03-11,65123,B
L03427,C03672,2024-09-19,249636,C
L03428,C02802,2024-11-01,283771,B
L03429,C00086,2025-07-11,78474,C
L03430,C03116,2024-08-11,194916,D
L03431,C04233,2024-11-23,67904,A
L03432,C02469,2025-08-10,200777,A
L03433,C03620,2024-03-14,108798,A
L03434,C01637,2025-05-25,73245,A
L03435,C03584,2024-05-21,163701,B
L03436,C04010,2025-08-07,225693,C
L03437,C03327,2024-04-11,51537,D
L03438,C02219,2025-08-28,297976,B
L03439,C02218,2025-08-03,28472,B
L03440,C04968,2024-03-05,184922,B
L03441,C02370,2024-07-11,120735,A
L03442,C03639,2024-03-02,91298,C
L03443,C02504,2025-06-15,14507,B
L03444,C00944,2024-08-28,211186,C
L03445,C02838,2025-12-15,60696,A
L03446,C02661,2025-02-13,61373,A
L03447,C02937,2024-10-26,20979,B
L03448,C04445,2024-07-13,29997,A
L03449,C03948,2025-03-29,192216,C
L03450,C01677,2025-07-27,217441,A
L03451,C01197,2025-09-10,90721,A
L03452,C04106,2025-09-28,26746,A
L03453,C02788,2024-10-27,223465,A
L03454,C01462,2025-03-31,276747,A
L03455,C03319,2024-07-20,9570,D
L03456,C00667,2025-11-04,168388,A
L03457,C02177,2024-10-28,56604,A
L03458,C03744,2025-09-15,23467,C
L03459,C00601,2024-12-02,263405,A
L03460,C02653,2024-02-01,206441,A
L03461,C04423,2024-04-07,241177,B
L03462,C03825,2024-07-09,265567,A
L03463,C03907,2025-06-24,8340,A
L03464,C00980,2024-02-17,213920,C
L03465,C02452,2024-09-06,238220,A
L03466,C00629,2024-08-13,202247,D
L03467,C01630,2024-09-28,194990,A
L03468,C03697,2025-10-26,49188,C
L03469,C03431,2025-04-29,20211,C
L03470,C03675,2024-11-23,280640,A
L03471,C03930,2024-06-28,193320,A
L03472,C02766,2025-10-26,231697,C
L03473,C04370,2024-01-23,34672,B
L03474,C04781,2025-08-28,86481,A
L03475,C00116,2025-01-04,210327,A
L03476,C04957,2024-09-01,172099,D
L03477,C02004,2024-06-08,244135,B
L03478,C00693,2025-01-07,292294,A
L03479,C03163,2024-10-11,80762,D
L03480,C01106,2025-06-04,183012,A
L03481,C03009,2025-03-25,243780,B
L03482,C02162,2025-11-27,275873,B
L03483,C00154,2025-10-08,28938,C
L03484,C03700,2025-09-13,239329,A
L03485,C04411,2025-08-03,80302,C
L03486,C03787,2024-05-15,30762,D
L03487,C01065,2024-04-05,164796,A
L03488,C04201,2024-04-28,95586,B
L03489,C01914,2025-01-08,25653,C
L03490,C01217,2024-09-30,149579,B
L03491,C02402,2024-06-25,178845,B
L03492,C01773,2024-10-03,40205,B
L03493,C01961,2024-05-17,278715,C
L03494,C02781,2024-05-11,173392,B
L03495,C04805,2024-02-13,121042,B
L03496,C04747,2024-05-02,53853,A
L03497,C02872,2024-05-15,166262,B
L03498,C00661,2025-01-01,123088,A
L03499,C02636,2025-01-07,94116,B
L03500,C02330,2024-05-05,49489,A
L03501,C03955,2025-03-14,265513,B
L03502,C02451,2025-07-29,137909,A
L03503,C01133,2024-02-20,87945,B
L03504,C00700,2024-05-16,61964,C
L03505,C02039,2024-06-06,135349,B
L03506,C04648,2024-02-25,61398,A
L03507,C04501,2025-08-15,58198,A
L03508,C04558,2025-03-03,54427,D
L03509,C02180,2025-03-18,142931,C
L03510,C02839,2024-11-21,67570,A
L03511,C00874,2025-10-01,169085,D
L03512,C00084,2025-09-29,298798,A
L03513,C01423,2024-03-20,243456,B
L03514,C02676,2025-04-18,244779,B
L03515,C03181,2025-01-11,159126,A
L03516,C04317,2024-11-28,65254,A
L03517,C03976,2024-06-23,181278,C
L03518,C01392,2025-10-18,283425,A
L03519,C03219,2025-03-16,273007,B
L03520,C04208,2024-05-05,266137,B
L03521,C00615,2025-11-24,215144,A
L03522,C02972,2024-08-06,21077,C
L03523,C03566,2024-10-04,36052,A
L03524,C03577,2025-04-29,149590,A
L03525,C04571,2025-08-17,143468,C
L03526,C00271,2024-05-20,89548,D
L03527,C04067,2025-08-29,176149,C
L03528,C02469,2025-12-06,16981,A
L03529,C01391,2024-04-19,103989,D
L03530,C03355,2024-02-21,73292,B
L03531,C04136,2025-09-06,228026,A
L03532,C03608,2025-09-04,288363,C
L03533,C02584,2025-10-15,42853,A
L03534,C04074,2025-12-13,141718,B
L03535,C03076,2024-11-14,190117,D
L03536,C03907,2024-07-17,182997,A
L03537,C00290,2025-12-29,179999,B
L03538,C02481,2024-02-15,148063,A
L03539,C03253,2025-05-19,40723,C
L03540,C00279,2025-06-23,160859,B
L03541,C02925,2025-05-28,80171,A
L03542,C00581,2024-01-17,150459,A
L03543,C04959,2024-11-10,120298,B
L03544,C00254,2025-03-11,46405,C
L03545,C04277,2025-01-22,14152,B
L03546,C04777,2024-03-17,234506,A
L03547,C00825,2025-01-05,249085,C
L03548,C03833,2024-06-13,109977,A
L03549,C00700,2025-08-31,205337,C
L03550,C01381,2025-09-08,36455,A
L03551,C03897,2024-01-24,231420,B
L03552,C01674,2025-12-12,152993,A
L03553,C02728,2024-02-04,107895,B
L03554,C03157,2025-05-28,188307,C
L03555,C03389,2025-04-05,168109,C
L03556,C04308,2024-05-17,38275,B
L03557,C00384,2025-07-27,276016,C
L03558,C00342,2025-12-09,56764,B
L03559,C01988,2025-07-24,124564,A
L03560,C04060,2024-09-21,95871,C
L03561,C04940,2024-11-28,91143,B
L03562,C03110,2024-07-06,171033,A
L03563,C04083,2024-03-03,29466,A
L03564,C04516,2024-10-05,155002,B
L03565,C02799,2025-06-25,190285,A
L03566,C03241,2024-06-19,186446,C
L03567,C01989,2025-05-17,192974,C
L03568,C03415,2025-06-16,75555,A
L03569,C01850,2024-10-25,106878,A
L03570,C00306,2024-07-19,188247,A
L03571,C03614,2024-05-14,221272,A
L03572,C02750,2024-09-28,51255,A
L03573,C04965,2025-06-18,85366,C
L03574,C01136,2025-03-17,224694,B
L03575,C00206,2024-03-27,54496,A
L03576,C04592,2024-01-31,193307,A
L03577,C03451,2024-04-30,168148,C
L03578,C03812,2024-03-09,113875,C
L03579,C03623,2025-10-07,56632,A
L03580,C03600,2025-05-10,289347,A
L03581,C02552,2024-05-25,50642,D
L03582,C04309,2024-11-28,276630,A
L03583,C00310,2025-04-25,196667,C
L03584,C02709,2024-09-19,168230,B
L03585,C01992,2024-10-19,257660,C
L03586,C00272,2025-03-04,281825,B
L03587,C03643,2024-03-26,59790,D
L03588,C04087,2024-01-16,282516,C
L03589,C01823,2025-12-28,31611,A
L03590,C03274,2025-09-19,272667,B
L03591,C04539,2024-04-27,156305,A
L03592,C04350,2024-09-26,121465,D
L03593,C00521,2025-01-29,161027,A
L03594,C00977,2024-06-10,205371,A
L03595,C03723,2025-11-30,247867,B
L03596,C03552,2024-04-13,221050,B
L03597,C04106,2025-10-14,96418,A
L03598,C02774,2024-06-15,204073,B
L03599,C02553,2024-10-26,206059,C
L03600,C02833,2024-01-28,267159,B
L03601,C03908,2025-02-27,271554,B
L03602,C00153,2025-07-15,23964,A
L03603,C02965,2024-06-04,75671,A
L03604,C02917,2024-11-19,119128,B
L03605,C02801,2024-12-13,264534,B
L03606,C01753,2024-04-30,253352,B
L03607,C02611,2025-10-13,144674,B
L03608,C03876,2025-06-11,131003,A
L03609,C01105,2025-07-14,274376,B
L03610,C02537,2024-06-12,193317,A
L03611,C04991,2024-03-02,206443,C
L03612,C04200,2024-12-05,96602,A
L03613,C03855,2025-10-27,295525,B
L03614,C03495,2024-11-07,122174,A
L03615,C01915,2025-01-10,189778,B
L03616,C03073,2024-12-11,5819,B
L03617,C01007,2024-05-29,171455,A
L03618,C00407,2025-08-07,76605,B
L03619,C00167,2025-08-03,272784,B
L03620,C00509,2024-06-25,64888,C
L03621,C01662,2024-12-19,67244,A
L03622,C03665,2025-05-28,209309,C
L03623,C03490,2024-11-04,255951,B
L03624,C04859,2024-04-28,260842,A
L03625,C00681,2025-06-02,204647,D
L03626,C02525,2025-04-22,190159,A
L03627,C02121,2025-02-17,299059,A
L03628,C04678,2025-08-09,48642,A
L03629,C04358,2024-12-16,120290,B
L03630,C01364,2025-05-20,249447,D
L03631,C01332,2024-07-13,192683,B
L03632,C02293,2024-07-05,247030,C
L03633,C01539,2025-03-25,258452,D
L03634,C03409,2025-05-10,269631,B
L03635,C00561,2025-05-29,104662,B
L03636,C01100,2025-11-26,66045,A
L03637,C01904,2024-09-29,120377,B
L03638,C00175,2024-02-21,229716,A
L03639,C02157,2024-09-19,210107,B
L03640,C02231,2025-01-02,64040,C
L03641,C04288,2024-05-12,106470,C
L03642,C04161,2024-08-12,5825,B
L03643,C03921,2024-11-05,137263,C
L03644,C01498,2025-07-26,199562,C
L03645,C03855,2024-01-16,262046,B
L03646,C03172,2024-07-13,11813,B
L03647,C01568,2025-03-18,31350,A
L03648,C01152,2024-10-29,223633,B
L03649,C00369,2024-02-17,218525,B
L03650,C04947,2024-04-30,245435,B
L03651,C00043,2025-05-13,224502,C
L03652,C01908,2025-07-15,170047,A
L03653,C03491,2025-04-13,179808,C
L03654,C02536,2024-02-10,137309,C
L03655,C04174,2025-03-31,9943,D
L03656,C02874,2025-06-17,189989,A
L03657,C01825,2025-01-05,135257,A
L03658,C01294,2024-06-30,97055,C
L03659,C04770,2025-05-31,97292,B
L03660,C04797,2025-10-18,33694,C
L03661,C04855,2025-08-12,164322,D
L03662,C03387,2024-08-18,215550,A
L03663,C02973,2024-12-13,83305,B
L03664,C03923,2025-04-23,189992,A
L03665,C04998,2024-07-27,15447,C
L03666,C00993,2025-11-05,256740,A
L03667,C02387,2025-11-10,79045,A
L03668,C02241,2024-10-04,290009,A
L03669,C01477,2025-11-18,21134,C
L03670,C03408,2024-02-22,259819,B
L03671,C00390,2024-01-10,57378,A
L03672,C01000,2025-10-19,111889,A
L03673,C04621,2025-04-08,214866,A
L03674,C01856,2025-08-05,197824,C
L03675,C00659,2024-06-06,201381,A
L03676,C02764,2024-01-19,157834,B
L03677,C03664,2024-02-24,270372,B
L03678,C04987,2025-12-27,64405,D
L03679,C01482,2025-12-21,119764,A
L03680,C03732,2024-01-21,136480,B
L03681,C00452,2024-10-08,123780,A
L03682,C02476,2025-06-23,52497,B
L03683,C03223,2025-02-20,266966,B
L03684,C01538,2025-12-23,56419,B
L03685,C03094,2024-10-11,194159,C
L03686,C00883,2025-06-15,124216,B
L03687,C04409,2025-06-15,141845,A
L03688,C04069,2025-05-25,139979,C
L03689,C04936,2025-01-30,280985,B
L03690,C02567,2024-04-29,190151,B
L03691,C03278,2024-04-06,215015,D
L03692,C00375,2024-04-29,59501,C
L03693,C04547,2025-06-20,66855,C
L03694,C03698,2024-06-01,102735,B
L03695,C03063,2024-09-01,256928,A
L03696,C04691,2025-05-30,96822,D
L03697,C03251,2025-01-27,155931,A
L03698,C04596,2024-05-22,126780,C
L03699,C04560,2025-05-18,89581,D
L03700,C00113,2024-08-07,213713,C
L03701,C03198,2024-06-08,10639,A
L03702,C02379,2024-03-16,231938,C
L03703,C01925,2025-09-02,287724,B
L03704,C00140,2025-11-22,294118,B
L03705,C01425,2025-09-30,232158,C
L03706,C02950,2024-02-01,52612,B
L03707,C03169,2024-11-29,263775,A
L03708,C00517,2025-06-08,15701,B
L03709,C02617,2025-03-15,287966,A
L03710,C00888,2024-12-17,282114,B
L03711,C03105,2024-12-04,91728,B
L03712,C00050,2025-02-03,28103,B
L03713,C03952,2025-01-30,251142,A
L03714,C03561,2024-07-20,230465,A
L03715,C00019,2025-06-13,153016,B
L03716,C04822,2024-04-02,251657,B
L03717,C01474,2024-12-23,19974,B
L03718,C04062,2025-01-30,51893,C
L03719,C02607,2024-02-29,296996,B
L03720,C00452,2025-04-21,272097,C
L03721,C03766,2025-12-26,225890,A
L03722,C02439,2025-09-03,238756,A
L03723,C04311,2024-01-01,295592,A
L03724,C01550,2025-07-08,36771,A
L03725,C03475,2024-11-06,56550,D
L03726,C00128,2024-06-16,60378,D
L03727,C04856,2024-07-10,190967,C
L03728,C02762,2024-02-03,247329,B
L03729,C04457,2024-02-03,194809,A
